"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Has Bandstructure","Volume","Nsites","Theoretical","Count","Density (gm/cc)","Crystal System",""
"mp-971837","ZnCdTe2","I42d","-0.466","0.003","1.440","true","262.94","8","true","2","5.469","tetragonal",""
"mp-1215406","ZnCdTe2","R3m","-0.446","0.022","0.657","true","131.697","4","true","","5.46","trigonal",""
