"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Has Bandstructure","Volume","Nsites","Theoretical","Count","Density (gm/cc)","Crystal System",""
"mp-117","Sn","Fd3m","0","0","0.000","true","73.396","2","false","8","5.371","cubic",""
"mp-949028","Sn","Pm3n","0.012","0.012","0.733","true","1890.621","46","true","","4.796","cubic",""
"mp-84","Sn","I41/amd","0.018","0.018","0.000","true","56.644","2","false","","6.96","tetragonal",""
"mp-1022725","Sn","Fm3m","0.037","0.037","0.000","true","27.879","1","true","","7.071","cubic",""
"mp-55","Sn","I4/mmm","0.047","0.047","0.000","true","27.823","1","false","","7.085","tetragonal",""
"mp-1056308","Sn","Immm","0.05","0.05","0.000","true","27.872","1","false","","7.072","orthorhombic",""
"mp-623511","Sn","I4/mmm","0.051","0.051","0.000","true","28.673","1","false","","6.875","tetragonal",""
"mp-7162","Sn","Im3m","0.057","0.057","0.000","true","27.64","1","false","","7.132","cubic",""
