"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Has Bandstructure","Volume","Nsites","Theoretical","Count","Density (gm/cc)","Crystal System",""
"mp-624","B6As","R3m","-0.17","0","2.972","true","130.682","14","false","3","3.552","trigonal",""
"mp-10044","BAs","F43m","-0.019","0.08","1.252","true","27.982","2","false","","5.088","cubic",""
"mp-984718","BAs","P63mc","-0.01","0.089","1.179","true","55.859","4","true","","5.097","hexagonal",""
