"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Has Bandstructure","Volume","Nsites","Theoretical","Count","Density (gm/cc)","Crystal System",""
"mp-30","Cu","Fm3m","0","0","0.000","true","11.872","1","false","8","8.888","cubic",""
"mp-989695","Cu","P63/mmc","0.006","0.006","0.000","true","47.264","4","true","","8.93","hexagonal",""
"mp-989782","Cu","P63/mmc","0.008","0.008","0.000","true","23.617","2","true","","8.936","hexagonal",""
"mp-1010136","Cu","I4/mmm","0.036","0.036","0.000","true","11.875","1","true","","8.886","tetragonal",""
"mp-998890","Cu","Im3m","0.037","0.037","0.000","true","11.853","1","true","","8.903","cubic",""
"mp-1059259","Cu","Cmcm","0.144","0.144","0.000","true","24.778","2","false","","8.517","orthorhombic",""
"mp-1120774","Cu","P3m1","0.158","0.158","0.000","false","138.316","6","true","","4.577","trigonal",""
"mp-1056079","Cu","P2/m","2.008","2.008","0.000","true","603.475","1","false","","0.175","monoclinic",""
