"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Has Bandstructure","Volume","Nsites","Theoretical","Count","Density (gm/cc)","Crystal System",""
"mp-989737","Ag","R3m","0","0","0.000","true","54.155","3","true","4","9.923","trigonal",""
"mp-124","Ag","Fm3m","0.004","0.004","0.000","true","18.005","1","false","","9.948","cubic",""
"mp-8566","Ag","P63/mmc","0.007","0.007","0.000","true","72.303","4","false","","9.909","hexagonal",""
"mp-10597","Ag","P63/mmc","0.008","0.008","0.000","true","36.228","2","false","","9.888","hexagonal",""
